날짜,순위,영화코드,영화명,일관객,누적관객,스크린수,상영횟수
20211123,9,20217102,너에게 가는 길,908,9204,52,66
20211123,10,20218052,베놈 2: 렛 데어 비 카니지,757,2121625,90,113
20211124,1,20196264,유체이탈자,65484,70214,1105,4732
20211124,2,20210864,엔칸토: 마법의 세계,39451,40561,853,2757
20211124,3,20205986,연애 빠진 로맨스,32184,40594,931,3745
20211124,4,20218256,이터널스,15781,2905309,686,1464
20211124,5,20191243,장르만 로맨스,15613,412528,686,1697
20211124,6,20210087,듄,7904,1376625,427,595
20211124,7,20210600,프렌치 디스패치,3116,48471,157,226
20211124,8,20210244,디어 에반 핸슨,2395,86903,261,315
20211124,9,20211261,귀멸의 칼날: 나타구모산 편,2149,34381,182,228
20211124,10,20134267,호빗: 스마우그의 폐허,1824,2284568,70,81
20211125,1,20196264,유체이탈자,43519,113733,1108,4642
20211125,2,20205986,연애 빠진 로맨스,27278,67872,928,3692
20211125,3,20210864,엔칸토: 마법의 세계,25081,65642,851,2723
20211125,4,20218256,이터널스,11321,2916630,639,1357
20211125,5,20191243,장르만 로맨스,10752,423280,657,1557
20211125,6,20183772,태일이,7617,56320,61,61
20211125,7,20210087,듄,5929,1382554,417,580
20211125,8,20210600,프렌치 디스패치,2948,51419,146,200
20211125,9,20210752,뱅드림! 필름 라이브 세컨드 스테이지,2235,12912,67,88
20211125,10,20210244,디어 에반 핸슨,2137,89040,254,302
20211126,1,20196264,유체이탈자,51333,165066,1142,4871
20211126,2,20210864,엔칸토: 마법의 세계,31650,97292,880,3000
20211126,3,20205986,연애 빠진 로맨스,31456,99328,937,3715
20211126,4,20218256,이터널스,15193,2931823,685,1463
20211126,5,20191243,장르만 로맨스,11301,434581,688,1577
20211126,6,20210087,듄,8235,1390789,431,635
20211126,7,20210600,프렌치 디스패치,3156,54575,155,214
20211126,8,20219056,메이드 인 이태리,2312,5700,115,142
20211126,9,20210244,디어 에반 핸슨,2275,91315,250,289
20211126,10,20203286,강릉,1318,298813,163,207
20211127,1,20196264,유체이탈자,100214,265280,1216,5290
20211127,2,20210864,엔칸토: 마법의 세계,87844,185136,1102,4132
20211127,3,20205986,연애 빠진 로맨스,56365,155693,967,3834
20211127,4,20218256,이터널스,25438,2957261,693,1438
20211127,5,20191243,장르만 로맨스,17507,452088,698,1611
20211127,6,20210087,듄,16130,1406919,440,653
20211127,7,20210600,프렌치 디스패치,3947,58522,153,213
20211127,8,20210244,디어 에반 핸슨,2849,94164,222,254
20211127,9,20210752,뱅드림! 필름 라이브 세컨드 스테이지,1798,15791,61,82
20211127,10,20211261,귀멸의 칼날: 나타구모산 편,1685,37982,187,213
20211128,1,20196264,유체이탈자,97210,362490,1187,5138
20211128,2,20210864,엔칸토: 마법의 세계,83417,268553,1092,4025
20211128,3,20205986,연애 빠진 로맨스,53384,209077,944,3729
20211128,4,20218256,이터널스,23193,2980454,676,1367
20211128,5,20191243,장르만 로맨스,16706,468794,670,1565
20211128,6,20210087,듄,15104,1422023,444,641
20211128,7,20210600,프렌치 디스패치,3984,62506,152,205
20211128,8,20210244,디어 에반 핸슨,2636,96800,216,242
20211128,9,20203286,강릉,1726,302201,142,181
20211128,10,20211261,귀멸의 칼날: 나타구모산 편,1697,39679,184,209
20211129,1,20196264,유체이탈자,36166,398656,1108,4582
20211129,2,20205986,연애 빠진 로맨스,22583,231660,890,3368
20211129,3,20210864,엔칸토: 마법의 세계,16350,284903,796,2543
20211129,4,20218256,이터널스,8366,2988820,594,1215
20211129,5,20191243,장르만 로맨스,8150,476944,606,1368
20211129,6,20210087,듄,5699,1427722,417,593
20211129,7,20181118,무녀도,2065,4520,49,54
20211129,8,20210600,프렌치 디스패치,1705,64211,141,189
20211129,9,20210244,디어 에반 핸슨,1565,98365,205,235
20211129,10,20183772,태일이,1520,58523,11,11
20211130,1,20196264,유체이탈자,41612,440268,1126,4681
20211130,2,20205986,연애 빠진 로맨스,23750,255410,903,3429
20211130,3,20210864,엔칸토: 마법의 세계,17433,302336,822,2566
20211130,4,20218256,이터널스,10389,2999209,610,1247
20211130,5,20191243,장르만 로맨스,7104,484048,608,1418
20211130,6,20210087,듄,6803,1434525,429,617
20211130,7,20210600,프렌치 디스패치,1903,66114,147,197
20211130,8,20210244,디어 에반 핸슨,1709,100074,221,247
20211130,9,20203286,강릉,1250,304200,150,194
20211130,10,20219056,메이드 인 이태리,1226,10133,114,143
20211201,1,20196264,유체이탈자,28172,468440,957,3327
20211201,2,20205986,연애 빠진 로맨스,20372,275782,737,2148
20211201,3,20196763,고스트버스터즈 라이즈,20063,20608,888,2844
20211201,4,20210864,엔칸토: 마법의 세계,14353,316689,680,1728
20211201,5,20210663,라스트 나잇 인 소호,10291,10655,511,1348
20211201,6,20210087,듄,8817,1443342,283,406
20211201,7,20183772,태일이,8121,67584,423,755
20211201,8,20211271,귀멸의 칼날: 주합회의·나비저택 편,5234,5234,227,552
20211201,9,20218256,이터널스,4625,3003834,410,558
20211201,10,20191243,장르만 로맨스,3384,487432,382,599
20211203,1,20196264,유체이탈자,29166,523215,1052,3612
20211203,2,20205986,연애 빠진 로맨스,21918,316360,799,2257
20211203,3,20210864,엔칸토: 마법의 세계,16199,346372,697,1792
20211203,4,20196763,고스트버스터즈 라이즈,10969,43478,815,2294
20211203,5,20210087,듄,10296,1461615,350,527
20211203,6,20210663,라스트 나잇 인 소호,4865,22757,498,1153
20211203,7,20218256,이터널스,4715,3012370,443,605
20211203,8,20183772,태일이,3728,75828,402,622
20211203,9,20191243,장르만 로맨스,3629,494792,404,603
20211203,10,20211271,귀멸의 칼날: 주합회의·나비저택 편,1367,8054,196,323
20211204,1,20196264,유체이탈자,54606,577821,1077,4099
20211204,2,20210864,엔칸토: 마법의 세계,47155,393527,964,2754
20211204,3,20205986,연애 빠진 로맨스,42545,358905,874,2630
20211204,4,20196763,고스트버스터즈 라이즈,20217,63695,826,2467
20211204,5,20210087,듄,17983,1479598,409,661
20211204,6,20218256,이터널스,8133,3020503,474,670
20211204,7,20211271,귀멸의 칼날: 주합회의·나비저택 편,6772,14826,291,579
20211204,8,20210663,라스트 나잇 인 소호,6033,28790,494,1041
20211204,9,20183772,태일이,5080,80908,458,693
20211204,10,20191243,장르만 로맨스,4948,499740,373,558
20211205,1,20196264,유체이탈자,48920,626741,1049,3957
20211205,2,20210864,엔칸토: 마법의 세계,44441,437968,972,2791
20211205,3,20205986,연애 빠진 로맨스,40766,399671,868,2656
20211205,4,20196763,고스트버스터즈 라이즈,16449,80144,787,2208
20211205,5,20210087,듄,15866,1495464,405,652
20211205,6,20218256,이터널스,7611,3028114,477,663
20211205,7,20210663,라스트 나잇 인 소호,5065,33855,473,965
20211205,8,20183772,태일이,5023,85931,448,695
20211205,9,20191243,장르만 로맨스,4563,504303,381,560
20211205,10,20211271,귀멸의 칼날: 주합회의·나비저택 편,3445,18271,259,436
20211207,1,20196264,유체이탈자,15882,661348,929,3030
20211207,2,20205986,연애 빠진 로맨스,12404,425275,774,2261
20211207,3,20210864,엔칸토: 마법의 세계,8612,455123,621,1441
20211207,4,20196763,고스트버스터즈 라이즈,4929,89517,610,1256
20211207,5,20210087,듄,4821,1505034,342,554
20211207,6,20183772,태일이,2945,90720,342,450
20211207,7,20210663,라스트 나잇 인 소호,2253,38443,403,732
20211207,8,20218256,이터널스,2171,3032530,360,476
20211207,9,20191243,장르만 로맨스,1522,507505,282,401
20211207,10,20210303,킬링 카인드: 킬러의 수제자,1062,8956,115,156
20211208,1,20196264,유체이탈자,14168,675516,891,2888
20211208,2,20205986,연애 빠진 로맨스,13418,438693,749,2368
20211208,3,20212015,돈 룩 업,12265,12437,642,1940
20211208,4,20210864,엔칸토: 마법의 세계,9837,464960,592,1356
20211208,5,20211413,몬스타엑스 : 더 드리밍,7464,7464,88,544
20211208,6,20210087,듄,3984,1509018,332,557
20211208,7,20196763,고스트버스터즈 라이즈,3380,92897,442,695
20211208,8,20183772,태일이,1958,92678,173,198
20211208,9,20218256,이터널스,1809,3034339,308,412
20211208,10,20191243,장르만 로맨스,1569,509074,139,189
20211209,1,20196264,유체이탈자,15965,691481,895,2845
20211209,2,20205986,연애 빠진 로맨스,15138,453831,757,2354
20211209,3,20210864,엔칸토: 마법의 세계,8364,473324,576,1312
20211209,4,20212015,돈 룩 업,7767,20204,614,1687
20211209,5,20211831,극장판 소드 아트 온라인 -프로그레시브- 별 없는 밤의 아리아,5749,5749,110,299
20211209,6,20211413,몬스타엑스 : 더 드리밍,4076,11540,87,209
20211209,7,20210087,듄,3495,1512513,321,516
20211209,8,20210611,리슨,2887,3085,232,388
20211209,9,20196763,고스트버스터즈 라이즈,2771,95668,395,579
20211209,10,20183772,태일이,2412,95090,145,174
20211210,1,20205986,연애 빠진 로맨스,18387,472218,801,2595
20211210,2,20196264,유체이탈자,17760,709241,919,3183
20211210,3,20210864,엔칸토: 마법의 세계,10875,484199,651,1467
20211210,4,20212015,돈 룩 업,8024,28228,630,1745
20211210,5,20210087,듄,5603,1518116,357,594
20211210,6,20196763,고스트버스터즈 라이즈,2744,98412,404,607
20211210,7,20211413,몬스타엑스 : 더 드리밍,2628,14168,88,214
20211210,8,20211831,극장판 소드 아트 온라인 -프로그레시브- 별 없는 밤의 아리아,2611,8360,104,228
20211210,9,20218256,이터널스,2074,3038046,328,417
20211210,10,20211176,마이 뉴욕 다이어리,2051,6372,180,272
20211212,1,20205986,연애 빠진 로맨스,28464,529465,834,2926
20211212,2,20196264,유체이탈자,27907,765937,922,3394
20211212,3,20210864,엔칸토: 마법의 세계,26723,537772,925,2410
20211212,4,20212015,돈 룩 업,12654,54372,656,1795
20211212,5,20210087,듄,10878,1540276,370,663
20211212,6,20196763,고스트버스터즈 라이즈,5746,110305,471,717
20211212,7,20211413,몬스타엑스 : 더 드리밍,4340,23278,98,228
20211212,8,20218256,이터널스,3669,3045764,355,468
20211212,9,20211831,극장판 소드 아트 온라인 -프로그레시브- 별 없는 밤의 아리아,3219,16038,106,217
20211212,10,20211176,마이 뉴욕 다이어리,1358,9244,162,233
20211213,1,20196264,유체이탈자,10253,776190,827,2457
20211213,2,20205986,연애 빠진 로맨스,9217,538682,752,2218
20211213,3,20210864,엔칸토: 마법의 세계,5459,543231,544,1171
20211213,4,20212015,돈 룩 업,4154,58526,551,1298
20211213,5,20188441,킹메이커,4149,4149,33,35
20211213,6,20210087,듄,3256,1543532,320,530
20211213,7,20211413,몬스타엑스 : 더 드리밍,1669,24947,85,196
20211213,8,20218256,이터널스,1310,3047074,264,329
20211213,9,20183772,태일이,1263,101355,125,142
20211213,10,20196763,고스트버스터즈 라이즈,1120,111425,290,379
20211214,1,20196264,유체이탈자,8995,785185,821,2313
20211214,2,20205986,연애 빠진 로맨스,8715,547397,727,2128
20211214,3,20210864,엔칸토: 마법의 세계,6847,550078,590,1290
20211214,4,20210087,듄,5814,1549346,342,585
20211214,5,20212015,돈 룩 업,5158,63684,561,1324
20211214,6,20188441,킹메이커,2102,6251,15,15
20211214,7,20183772,태일이,1756,103111,142,160
20211214,8,20211413,몬스타엑스 : 더 드리밍,1725,26672,88,199
20211214,9,20196763,고스트버스터즈 라이즈,1705,113130,301,404
20211214,10,20218256,이터널스,1542,3048616,282,354
20211215,1,20210028,스파이더맨: 노 웨이 홈,634962,636008,2816,12469
20211215,2,20205986,연애 빠진 로맨스,3933,551330,459,741
20211215,3,20210864,엔칸토: 마법의 세계,3661,553739,309,392
20211215,4,20196264,유체이탈자,3244,788429,450,697
20211215,5,20212015,돈 룩 업,1044,64728,192,252
20211215,6,20183772,태일이,1037,104148,22,23
20211215,7,20010264,아멜리에,975,3291,39,48
20211215,8,20211927,BIAF2021 부천국제애니메이션페스티벌 기획상영展,539,557,3,3
20211215,9,20212077,노웨어 스페셜,498,573,4,4
20211215,10,20211831,극장판 소드 아트 온라인 -프로그레시브- 별 없는 밤의 아리아,411,18709,34,34
20211217,1,20210028,스파이더맨: 노 웨이 홈,413779,1440834,2875,10825
20211217,2,20205986,연애 빠진 로맨스,5120,560607,560,806
20211217,3,20210864,엔칸토: 마법의 세계,4452,561813,352,448
20211217,4,20196264,유체이탈자,3670,795414,504,736
20211217,5,20211831,극장판 소드 아트 온라인 -프로그레시브- 별 없는 밤의 아리아,1069,21199,49,51
20211217,6,20212015,돈 룩 업,856,66520,191,238
20211217,7,20207582,학교 가는 길,843,34118,14,14
20211217,8,20183772,태일이,693,105751,24,27
20211217,9,20010264,아멜리에,672,4891,45,62
20211217,10,20191243,장르만 로맨스,572,514904,12,15
20211218,1,20210028,스파이더맨: 노 웨이 홈,646804,2087638,2941,10256
20211218,2,20210864,엔칸토: 마법의 세계,8993,570806,434,607
20211218,3,20205986,연애 빠진 로맨스,7187,567794,522,671
20211218,4,20196264,유체이탈자,3810,799224,440,556
20211218,5,20211831,극장판 소드 아트 온라인 -프로그레시브- 별 없는 밤의 아리아,1611,22810,50,56
20211218,6,20212217,라라와 크리스마스 요정,1114,1708,128,145
20211218,7,20212015,돈 룩 업,978,67498,137,152
20211218,8,20010264,아멜리에,699,5590,43,56
20211218,9,20210752,뱅드림! 필름 라이브 세컨드 스테이지,611,30402,25,30
20211218,10,20210600,프렌치 디스패치,566,83480,21,25
20211219,1,20210028,스파이더맨: 노 웨이 홈,682609,2770247,2948,10345
20211219,2,20210864,엔칸토: 마법의 세계,9540,580346,432,608
20211219,3,20205986,연애 빠진 로맨스,7402,575196,533,684
20211219,4,20196264,유체이탈자,4187,803411,462,566
20211219,5,20211831,극장판 소드 아트 온라인 -프로그레시브- 별 없는 밤의 아리아,1497,24307,51,53
20211219,6,20212217,라라와 크리스마스 요정,1193,2901,141,159
20211219,7,20212015,돈 룩 업,877,68375,133,147
20211219,8,20010264,아멜리에,766,6356,47,59
20211219,9,20210600,프렌치 디스패치,688,84168,24,29
20211219,10,20217197,끝없음에 관하여,467,1945,33,38
20211220,1,20210028,스파이더맨: 노 웨이 홈,216316,2986563,2801,9504
20211220,2,20205986,연애 빠진 로맨스,3398,578594,488,674
20211220,3,20210864,엔칸토: 마법의 세계,2873,583219,311,379
20211220,4,20196264,유체이탈자,1727,805138,394,502
20211220,5,20183772,태일이,645,106927,15,18
20211220,6,20212015,돈 룩 업,552,68927,149,167
20211220,7,20210600,프렌치 디스패치,515,84683,24,30
20211220,8,20211831,극장판 소드 아트 온라인 -프로그레시브- 별 없는 밤의 아리아,449,24756,49,56
20211220,9,20211281,매트릭스: 리저렉션,437,437,1,1
20211220,10,20010264,아멜리에,366,6722,40,54
20211221,1,20210028,스파이더맨: 노 웨이 홈,196294,3182857,2828,9458
20211221,2,20205986,연애 빠진 로맨스,3901,582495,525,719
20211221,3,20210864,엔칸토: 마법의 세계,3015,586234,324,387
20211221,4,20196264,유체이탈자,2063,807201,411,510
20211221,5,20183772,태일이,1012,107939,26,29
20211221,6,20188441,킹메이커,932,7599,11,11
20211221,7,20212015,돈 룩 업,862,69789,174,196
20211221,8,20211831,극장판 소드 아트 온라인 -프로그레시브- 별 없는 밤의 아리아,534,25290,47,53
20211221,9,20210600,프렌치 디스패치,519,85202,25,28
20211221,10,20202433,괴짜들의 로맨스,477,6866,2,2
20211223,1,20210028,스파이더맨: 노 웨이 홈,166299,3526627,1954,6264
20211223,2,20194403,킹스맨: 퍼스트 에이전트,46493,113542,1058,3097
20211223,3,20211281,매트릭스: 리저렉션,20217,59033,909,2287
20211223,4,20218415,드라이브 마이 카,2156,3505,61,85
20211223,5,20205986,연애 빠진 로맨스,1936,585916,180,209
20211223,6,20210864,엔칸토: 마법의 세계,1748,589477,136,151
20211223,7,20210937,아담스 패밀리 2,1570,110348,7,9
20211223,8,20211831,극장판 소드 아트 온라인 -프로그레시브- 별 없는 밤의 아리아,1309,26974,46,60
20211223,9,20210752,뱅드림! 필름 라이브 세컨드 스테이지,1172,32132,23,34
20211223,10,20211768,신데렐라 2: 마법에 걸린 왕자,1094,2496,145,165
20211224,1,20210028,스파이더맨: 노 웨이 홈,260358,3786985,2176,7048
20211224,2,20194403,킹스맨: 퍼스트 에이전트,64847,178389,1018,2941
20211224,3,20211281,매트릭스: 리저렉션,21926,80959,832,2045
20211224,4,20205986,연애 빠진 로맨스,2429,588345,212,243
20211224,5,20210864,엔칸토: 마법의 세계,1928,591405,165,188
20211224,6,20211768,신데렐라 2: 마법에 걸린 왕자,1590,4086,210,234
20211224,7,20218415,드라이브 마이 카,1539,5044,53,77
20211224,8,20210937,아담스 패밀리 2,1000,111348,4,5
20211224,9,20210244,디어 에반 핸슨,939,105742,6,6
20211224,10,20211831,극장판 소드 아트 온라인 -프로그레시브- 별 없는 밤의 아리아,785,27759,37,42
20211225,1,20210028,스파이더맨: 노 웨이 홈,599308,4386293,2363,7966
20211225,2,20194403,킹스맨: 퍼스트 에이전트,130555,308944,981,2734
20211225,3,20211281,매트릭스: 리저렉션,46074,127033,749,1796
20211225,4,20210864,엔칸토: 마법의 세계,11477,602882,339,428
20211225,5,20211768,신데렐라 2: 마법에 걸린 왕자,10256,14342,355,488
20211225,6,20205986,연애 빠진 로맨스,5401,593746,240,263
20211225,7,20218415,드라이브 마이 카,1961,7005,55,79
20211225,8,20211831,극장판 소드 아트 온라인 -프로그레시브- 별 없는 밤의 아리아,1148,28907,39,41
20211225,9,20196264,유체이탈자,772,808972,57,70
20211225,10,20212217,라라와 크리스마스 요정,673,4423,39,45
20211226,1,20210028,스파이더맨: 노 웨이 홈,441265,4827558,2366,8047
20211226,2,20194403,킹스맨: 퍼스트 에이전트,96912,405856,970,2673
20211226,3,20211281,매트릭스: 리저렉션,30104,157137,731,1743
20211226,4,20210864,엔칸토: 마법의 세계,6912,609794,305,373
20211226,5,20211768,신데렐라 2: 마법에 걸린 왕자,6232,20574,328,436
20211226,6,20205986,연애 빠진 로맨스,2440,596186,222,248
20211226,7,20218415,드라이브 마이 카,2095,9100,59,84
20211226,8,20211831,극장판 소드 아트 온라인 -프로그레시브- 별 없는 밤의 아리아,942,29849,38,40
20211226,9,20010264,아멜리에,498,9574,36,38
20211226,10,20196264,유체이탈자,422,809394,53,60
20211227,1,20210028,스파이더맨: 노 웨이 홈,139049,4966607,2146,7040
20211227,2,20194403,킹스맨: 퍼스트 에이전트,39295,445151,904,2599
20211227,3,20211281,매트릭스: 리저렉션,8919,166056,678,1527
20211227,4,20217807,해피 뉴 이어,3385,3557,12,20
20211227,5,20211768,신데렐라 2: 마법에 걸린 왕자,1985,22559,226,255
20211227,6,20210864,엔칸토: 마법의 세계,1704,611498,165,194
20211227,7,20218415,드라이브 마이 카,1633,10733,58,81
20211227,8,20191243,장르만 로맨스,1589,517070,13,19
20211227,9,20205986,연애 빠진 로맨스,1516,597702,215,268
20211227,10,20211735,원샷,1037,1037,5,5
20211228,1,20210028,스파이더맨: 노 웨이 홈,118122,5084729,2167,6965
20211228,2,20194403,킹스맨: 퍼스트 에이전트,38997,484148,928,2619
20211228,3,20211281,매트릭스: 리저렉션,8391,174447,700,1499
20211228,4,20211768,신데렐라 2: 마법에 걸린 왕자,2852,25411,243,284
20211228,5,20210864,엔칸토: 마법의 세계,2341,613839,184,217
20211228,6,20205986,연애 빠진 로맨스,1927,599629,221,276
20211228,7,20218415,드라이브 마이 카,1636,12369,55,76
20211228,8,20191243,장르만 로맨스,1291,518361,11,20
20211228,9,20211735,원샷,1033,2070,5,6
20211228,10,20196264,유체이탈자,673,810317,53,68
20211229,1,20210028,스파이더맨: 노 웨이 홈,147576,5232305,2043,6695
20211229,2,20194403,킹스맨: 퍼스트 에이전트,44444,528592,837,2144
20211229,3,20217807,해피 뉴 이어,38356,41913,832,2362
20211229,4,20211281,매트릭스: 리저렉션,5431,179878,479,694
20211229,5,20199882,경관의 피,3510,3899,19,21
20211229,6,20218390,램,2864,3155,123,139
20211229,7,20218415,드라이브 마이 카,1822,14191,69,83
20211229,8,20210864,엔칸토: 마법의 세계,1821,615660,114,134
20211229,9,20211735,원샷,1363,3433,8,8
20211229,10,20205986,연애 빠진 로맨스,1225,600854,137,146
20211231,1,20210028,스파이더맨: 노 웨이 홈,191167,5560940,2082,6906
20211231,2,20194403,킹스맨: 퍼스트 에이전트,54326,622461,883,2305
20211231,3,20217807,해피 뉴 이어,41540,114046,806,2286
20211231,4,20211281,매트릭스: 리저렉션,6458,191280,440,630
20211231,5,20210864,엔칸토: 마법의 세계,2448,620095,111,129
20211231,6,20218415,드라이브 마이 카,2123,18343,85,94
20211231,7,20218390,램,2011,7330,119,138
20211231,8,20211768,신데렐라 2: 마법에 걸린 왕자,1922,29852,118,140
20211231,9,20211735,원샷,1548,6430,7,7
20211231,10,20205986,연애 빠진 로맨스,1285,603015,139,145
20220101,1,20210028,스파이더맨: 노 웨이 홈,289260,5850200,2160,7348
20220101,2,20194403,킹스맨: 퍼스트 에이전트,84055,706516,903,2432
20220101,3,20217807,해피 뉴 이어,42418,156464,771,2125
20220101,4,20211281,매트릭스: 리저렉션,6405,197685,379,483
20220101,5,20210864,엔칸토: 마법의 세계,3572,623667,160,212
20220101,6,20211768,신데렐라 2: 마법에 걸린 왕자,3179,33031,189,241
20220101,7,20218415,드라이브 마이 카,2209,20552,88,104
20220101,8,20218390,램,1632,8962,118,138
20220101,9,20205986,연애 빠진 로맨스,861,603876,106,110
20220101,10,20212077,노웨어 스페셜,830,4036,58,67
20220102,1,20210028,스파이더맨: 노 웨이 홈,225436,6075636,2162,7349
20220102,2,20194403,킹스맨: 퍼스트 에이전트,70273,776789,913,2456
20220102,3,20217807,해피 뉴 이어,29749,186213,764,2014
20220102,4,20211281,매트릭스: 리저렉션,5237,202922,377,484
20220102,5,20210864,엔칸토: 마법의 세계,2967,626634,159,208
20220102,6,20211768,신데렐라 2: 마법에 걸린 왕자,2718,35749,190,239
20220102,7,20218415,드라이브 마이 카,2038,22590,92,111
20220102,8,20218390,램,1563,10525,112,132
20220102,9,20205986,연애 빠진 로맨스,798,604674,107,111
20220102,10,20212077,노웨어 스페셜,571,4607,55,63
20220103,1,20210028,스파이더맨: 노 웨이 홈,66829,6142465,1988,6846
20220103,2,20194403,킹스맨: 퍼스트 에이전트,23761,800550,863,2462
20220103,3,20217807,해피 뉴 이어,10181,196394,665,1776
20220103,4,20211281,매트릭스: 리저렉션,1843,204765,295,393
20220103,5,20218415,드라이브 마이 카,1105,23695,86,107
20220103,6,20211768,신데렐라 2: 마법에 걸린 왕자,1022,36771,115,140
20220103,7,20210864,엔칸토: 마법의 세계,897,627531,98,132
20220103,8,20218390,램,533,11058,88,110
20220103,9,20202433,괴짜들의 로맨스,350,8101,2,2
20220103,10,20218764,씽2게더,267,557,2,2
20220105,1,20199882,경관의 피,64050,69228,1171,4416
20220105,2,20210028,스파이더맨: 노 웨이 홈,50399,6252827,1357,4314
20220105,3,20218764,씽2게더,44221,44778,999,3156
20220105,4,20194403,킹스맨: 퍼스트 에이전트,13916,835601,657,1481
20220105,5,20217807,해피 뉴 이어,4152,211533,414,643
20220105,6,20192354,특송,1213,2984,4,4
20220105,7,20218415,드라이브 마이 카,1013,25877,74,99
20220105,8,20210672,피드백,748,1187,32,41
20220105,9,20218390,램,329,12197,44,49
20220105,10,20210864,엔칸토: 마법의 세계,291,628878,23,24
20220106,1,20210028,스파이더맨: 노 웨이 홈,47165,6299992,1350,4256
20220106,2,20199882,경관의 피,45201,114429,1161,4291
20220106,3,20218764,씽2게더,33707,78485,1011,3113
20220106,4,20194403,킹스맨: 퍼스트 에이전트,13327,848928,655,1455
20220106,5,20217807,해피 뉴 이어,3803,215336,398,606
20220106,6,20218415,드라이브 마이 카,1445,27322,70,92
20220106,7,20192354,특송,1000,3984,6,6
20220106,8,20211831,극장판 소드 아트 온라인 -프로그레시브- 별 없는 밤의 아리아,769,33925,23,39
20220106,9,19838068,해탄적일천,759,759,44,55
20220106,10,20210672,피드백,753,1940,38,48
20220107,1,20210028,스파이더맨: 노 웨이 홈,56237,6356229,1359,4332
20220107,2,20199882,경관의 피,45803,160232,1150,4336
20220107,3,20218764,씽2게더,34071,112556,1049,3220
20220107,4,20194403,킹스맨: 퍼스트 에이전트,14932,863860,646,1432
20220107,5,20217807,해피 뉴 이어,3074,218410,368,542
20220107,6,20218415,드라이브 마이 카,1134,28456,71,97
20220107,7,20192354,특송,1000,4984,4,4
20220107,8,19838068,해탄적일천,366,1125,41,50
20220107,9,20211281,매트릭스: 리저렉션,336,207263,47,52
20220107,10,20210672,피드백,311,2251,35,43
20220108,1,20210028,스파이더맨: 노 웨이 홈,125780,6482009,1403,4651
20220108,2,20199882,경관의 피,104110,264342,1187,4644
20220108,3,20218764,씽2게더,83040,195596,1242,4132
20220108,4,20194403,킹스맨: 퍼스트 에이전트,29814,893674,649,1348
20220108,5,20217807,해피 뉴 이어,3743,222153,329,436
20220108,6,20218415,드라이브 마이 카,1839,30295,75,98
20220108,7,20211281,매트릭스: 리저렉션,606,207869,44,50
20220108,8,20218390,램,561,13271,46,50
20220108,9,19838068,해탄적일천,560,1685,40,50
20220108,10,20210672,피드백,392,2643,29,37
20220109,1,20210028,스파이더맨: 노 웨이 홈,118608,6600617,1408,4680
20220109,2,20199882,경관의 피,110236,374578,1185,4617
20220109,3,20218764,씽2게더,86760,282356,1251,4111
20220109,4,20194403,킹스맨: 퍼스트 에이전트,27748,921422,644,1346
20220109,5,20217807,해피 뉴 이어,3794,225947,341,449
20220109,6,20218415,드라이브 마이 카,1580,31875,76,101
20220109,7,20192354,특송,1302,6286,28,28
20220109,8,20211281,매트릭스: 리저렉션,671,208540,44,51
20220109,9,19838068,해탄적일천,401,2086,42,52
20220109,10,20218390,램,383,13654,41,44
20220111,1,20210028,스파이더맨: 노 웨이 홈,37385,6676122,1316,4109
20220111,2,20199882,경관의 피,28029,432894,1096,3991
20220111,3,20218764,씽2게더,24834,329522,1028,3178
20220111,4,20194403,킹스맨: 퍼스트 에이전트,9570,940503,591,1261
20220111,5,20217807,해피 뉴 이어,2030,229478,310,409
20220111,6,20218415,드라이브 마이 카,1005,33899,75,97
20220111,7,20188441,킹메이커,1000,8812,7,7
20220111,8,20212264,포 언투 어스,300,600,1,2
20220111,9,20210672,피드백,271,3264,24,31
20220111,10,20200768,맛있는 여동생,259,259,20,20
20220112,1,20192354,특송,37070,43528,978,3770
20220112,2,20210028,스파이더맨: 노 웨이 홈,25984,6702106,748,1957
20220112,3,20193082,웨스트 사이드 스토리,22436,23705,754,1909
20220112,4,20199882,경관의 피,18186,451080,709,2020
20220112,5,20218764,씽2게더,16941,346463,800,1628
20220112,6,20211177,하우스 오브 구찌,16827,17436,734,1851
20220112,7,20211740,비욘드라이브 더 무비 : 엔시티 레조넌스,4215,4215,32,60
20220112,8,20194403,킹스맨: 퍼스트 에이전트,3706,944209,292,390
20220112,9,20211241,클리포드 더 빅 레드 독,3276,3586,311,370
20220112,10,20201965,해적: 도깨비 깃발,2813,2813,9,21
20220113,1,20192354,특송,29834,73362,968,3625
20220113,2,20210028,스파이더맨: 노 웨이 홈,25268,6727374,767,1983
20220113,3,20218764,씽2게더,18365,364828,812,1653
20220113,4,20199882,경관의 피,15543,466623,716,1975
20220113,5,20193082,웨스트 사이드 스토리,12712,36417,717,1767
20220113,6,20211177,하우스 오브 구찌,11025,28461,706,1689
20220113,7,20194403,킹스맨: 퍼스트 에이전트,3970,948179,316,430
20220113,8,20211740,비욘드라이브 더 무비 : 엔시티 레조넌스,2908,7123,33,60
20220113,9,20211241,클리포드 더 빅 레드 독,2683,6269,305,357
20220113,10,20211529,청춘적니,1436,4556,110,142
20220114,1,20192354,특송,32087,105449,982,3648
20220114,2,20210028,스파이더맨: 노 웨이 홈,31737,6759111,909,2289
20220114,3,20218764,씽2게더,20340,385168,834,1741
20220114,4,20199882,경관의 피,16959,483582,718,1975
